"Lambda" "lower" "upper" "lower.CI" "upper.CI" "upper.1" "lower.1" "upper.0" "lower.0"
1 -0.0713748510211141 -0.0713748510211141 -0.266927977300028 0.1241782752578 0.247514050706577 -0.62353229595297 0.200141458091107 -0.421420977003319
1.10526315789474 -0.188022898956503 0.047304298213317 -0.384706048430242 0.242147881765771 0.247514050706577 -0.62353229595297 0.200141458091107 -0.421420977003319
1.21052631578947 -0.294512290066682 0.154325655287717 -0.492615482070027 0.348813785344442 0.247514050706577 -0.62353229595297 0.200141458091107 -0.421420977003319
1.31578947368421 -0.392672732554121 0.25188841189503 -0.592416927752879 0.446396359039599 0.247514050706577 -0.62353229595297 0.200141458091107 -0.421420977003319
1.42105263157895 -0.482508320750295 0.341122172342262 -0.684010561575412 0.535633188747253 0.247514050706577 -0.62353229595297 0.200141458091107 -0.421420977003319
1.52631578947368 -0.565522020221937 0.423056719234222 -0.768786586601947 0.61778639934028 0.247514050706577 -0.62353229595297 0.200141458091107 -0.421420977003319
1.63157894736842 -0.644217825744869 0.500025013851258 -0.849165337549792 0.69521146653155 0.247514050706577 -0.62353229595297 0.200141458091107 -0.421420977003319
1.73684210526316 -0.719254677900741 0.570630948132953 -0.926205360046825 0.766226893719144 0.247514050706577 -0.62353229595297 0.200141458091107 -0.421420977003319
1.84210526315789 -0.788103033997985 0.637983196743197 -0.99699262258951 0.834195679684964 0.247514050706577 -0.62353229595297 0.200141458091107 -0.421420977003319
1.94736842105263 -0.853022278664463 0.703280531171531 -1.06389110237441 0.900357144012498 0.247514050706577 -0.62353229595297 0.200141458091107 -0.421420977003319
2.05263157894737 -0.912315870729377 0.762110849486322 -1.12507420142209 0.960128927014001 0.247514050706577 -0.62353229595297 0.200141458091107 -0.421420977003319
2.15789473684211 -0.9724845774343 0.817076699277446 -1.18725205924682 1.01592088948501 0.247514050706577 -0.62353229595297 0.200141458091107 -0.421420977003319
2.26315789473684 -1.02929061731324 0.868195161121488 -1.24639223380504 1.06795090524217 0.247514050706577 -0.62353229595297 0.200141458091107 -0.421420977003319
2.36842105263158 -1.0808456732006 0.918668881130053 -1.29995299713824 1.11941067581149 0.247514050706577 -0.62353229595297 0.200141458091107 -0.421420977003319
2.47368421052632 -1.13071574817515 0.967552397216699 -1.351411924875 1.16943412877632 0.247514050706577 -0.62353229595297 0.200141458091107 -0.421420977003319
2.57894736842105 -1.17837099991746 1.01308397582731 -1.40151893548189 1.21611506840928 0.247514050706577 -0.62353229595297 0.200141458091107 -0.421420977003319
2.68421052631579 -1.22607782803311 1.05610346043518 -1.45072897292829 1.26039665448373 0.247514050706577 -0.62353229595297 0.200141458091107 -0.421420977003319
2.78947368421053 -1.27000453507381 1.09815751961679 -1.49653002148229 1.30381908697828 0.247514050706577 -0.62353229595297 0.200141458091107 -0.421420977003319
2.89473684210526 -1.31463163399418 1.13986962067392 -1.54361415453376 1.34699669076739 0.247514050706577 -0.62353229595297 0.200141458091107 -0.421420977003319
3 -1.35952666713162 1.17963989356236 -1.59075631939109 1.38806440717408 0.247514050706577 -0.62353229595297 0.200141458091107 -0.421420977003319
1 0.0921798250202792 0.0921798250202792 -0.0872411642543288 0.271600814294887 0.354263248795881 -0.401251146553133 0.200014463499414 -0.419448251207925
1.10526315789474 -0.0170337717324222 0.201304902253206 -0.196432991234287 0.380840952914247 0.354263248795881 -0.401251146553133 0.200014463499414 -0.419448251207925
1.21052631578947 -0.116359506541214 0.299062389659014 -0.295849362468514 0.478871587473361 0.354263248795881 -0.401251146553133 0.200014463499414 -0.419448251207925
1.31578947368421 -0.208033177292212 0.387714381430702 -0.387629621858986 0.567987317013276 0.354263248795881 -0.401251146553133 0.200014463499414 -0.419448251207925
1.42105263157895 -0.291129580430087 0.469504773143768 -0.470864354817897 0.650278349973982 0.354263248795881 -0.401251146553133 0.200014463499414 -0.419448251207925
1.52631578947368 -0.369742812904929 0.54526614731133 -0.549753881631363 0.726624889347292 0.354263248795881 -0.401251146553133 0.200014463499414 -0.419448251207925
1.63157894736842 -0.442613214605954 0.614377369055966 -0.622875344547419 0.796400780202017 0.354263248795881 -0.401251146553133 0.200014463499414 -0.419448251207925
1.73684210526316 -0.510016117996891 0.681060925131766 -0.690653268996608 0.86392330088641 0.354263248795881 -0.401251146553133 0.200014463499414 -0.419448251207925
1.84210526315789 -0.5739751695629 0.743262367890537 -0.755115240606614 0.926838269454358 0.354263248795881 -0.401251146553133 0.200014463499414 -0.419448251207925
1.94736842105263 -0.634376403292475 0.801244724244712 -0.816180843287897 0.98565997256781 0.354263248795881 -0.401251146553133 0.200014463499414 -0.419448251207925
2.05263157894737 -0.689031154179424 0.855775671124988 -0.871588637423408 1.04103153400008 0.354263248795881 -0.401251146553133 0.200014463499414 -0.419448251207925
2.15789473684211 -0.740882369831421 0.909039080701449 -0.924021018799151 1.09535183048058 0.354263248795881 -0.401251146553133 0.200014463499414 -0.419448251207925
2.26315789473684 -0.787026359123599 0.957823866174323 -0.970860194541358 1.14529397810989 0.354263248795881 -0.401251146553133 0.200014463499414 -0.419448251207925
2.36842105263158 -0.83509147950143 1.00432377484535 -1.01966946779733 1.19262489251406 0.354263248795881 -0.401251146553133 0.200014463499414 -0.419448251207925
2.47368421052632 -0.880362766463409 1.05014680941365 -1.0655509406087 1.23956790946936 0.354263248795881 -0.401251146553133 0.200014463499414 -0.419448251207925
2.57894736842105 -0.924356162295397 1.09371243752573 -1.1102784390297 1.28419589161588 0.354263248795881 -0.401251146553133 0.200014463499414 -0.419448251207925
2.68421052631579 -0.964501411759098 1.13320457460857 -1.15096187408874 1.32471780062055 0.354263248795881 -0.401251146553133 0.200014463499414 -0.419448251207925
2.78947368421053 -1.00373337604048 1.17298303683662 -1.19106596796439 1.36552870579561 0.354263248795881 -0.401251146553133 0.200014463499414 -0.419448251207925
2.89473684210526 -1.04611355477123 1.21267585089957 -1.23448525324296 1.40608979277822 0.354263248795881 -0.401251146553133 0.200014463499414 -0.419448251207925
3 -1.08311363774663 1.2495670928046 -1.27234635988137 1.44414022977345 0.354263248795881 -0.401251146553133 0.200014463499414 -0.419448251207925
1 -0.116735634740652 -0.116735634740652 -0.297510240860462 0.064038971379158 0.403777075305389 -0.398830169118907 0.413813088774378 -0.171425532559441
1.10526315789474 -0.22593855334186 -0.00756571395515915 -0.406606960860431 0.173563805836572 0.403777075305389 -0.398830169118907 0.413813088774378 -0.171425532559441
