"Lambda" "upper" "lower" "upper.CI" "lower.CI" "upper.1" "lower.1" "upper.0" "lower.0"
1 -0.0714301946278091 -0.0714301946278096 NA NA NA NA NA NA
1.10526315789474 0.0445254256185118 -0.187588054986354 NA NA NA NA NA NA
1.21052631578947 0.149744892160118 -0.293448185562362 NA NA NA NA NA NA
1.31578947368421 0.245973272530771 -0.390752679638775 NA NA NA NA NA NA
1.42105263157895 0.334750809934349 -0.480856424700835 NA NA NA NA NA NA
1.52631578947368 0.41723732433978 -0.564853873428549 NA NA NA NA NA NA
1.63157894736842 0.494009805778649 -0.643575688937897 NA NA NA NA NA NA
1.73684210526316 0.566016846535882 -0.717608587346943 NA NA NA NA NA NA
1.84210526315789 0.633770720456027 -0.787466545933557 NA NA NA NA NA NA
1.94736842105263 0.697724079439012 -0.853556499629308 NA NA NA NA NA NA
2.05263157894737 0.758378720517416 -0.916189572423561 NA NA NA NA NA NA
2.15789473684211 0.815911223861047 -0.975814176216942 NA NA NA NA NA NA
2.26315789473684 0.870702804149636 -1.03255739408039 NA NA NA NA NA NA
2.36842105263158 0.922829998875635 -1.08673890422355 NA NA NA NA NA NA
2.47368421052632 0.972717979034333 -1.1388185252733 NA NA NA NA NA NA
2.57894736842105 1.02063080384042 -1.18908785088781 NA NA NA NA NA NA
2.68421052631579 1.06664267453629 -1.23763034956303 NA NA NA NA NA NA
2.78947368421053 1.11075307696805 -1.28432396165444 NA NA NA NA NA NA
2.89473684210526 1.15315656559486 -1.32936684945266 NA NA NA NA NA NA
3 1.1940345733207 -1.3729834952805 NA NA NA NA NA NA
1 0.0923819967925128 0.092381996792512 NA NA NA NA NA NA
1.10526315789474 0.201998337075479 -0.0173260992771093 NA NA NA NA NA NA
1.21052631578947 0.301438134705091 -0.117080942164755 NA NA NA NA NA NA
1.31578947368421 0.392379971235393 -0.20852775727668 NA NA NA NA NA NA
1.42105263157895 0.476039659735199 -0.293004045941929 NA NA NA NA NA NA
1.52631578947368 0.553734674177515 -0.371550515354988 NA NA NA NA NA NA
1.63157894736842 0.626114139854748 -0.444722369600794 NA NA NA NA NA NA
1.73684210526316 0.69390150504776 -0.513122158682655 NA NA NA NA NA NA
1.84210526315789 0.7576533232097 -0.577356171937075 NA NA NA NA NA NA
1.94736842105263 0.817774699755299 -0.637799667702538 NA NA NA NA NA NA
2.05263157894737 0.874591326152826 -0.695024266004946 NA NA NA NA NA NA
