"Lambda" "upper" "lower" "upper.CI" "lower.CI" "upper.1" "lower.1" "upper.0" "lower.0"
1 -0.0206575613837128 -0.0206575613837131 NA NA NA NA NA NA
1.10526315789474 0.0272619500835196 -0.0684659252306778 NA NA NA NA NA NA
1.21052631578947 0.070707776719741 -0.111619712439268 NA NA NA NA NA NA
1.31578947368421 0.110273961063429 -0.150762710864883 NA NA NA NA NA NA
1.42105263157895 0.146454793982808 -0.186426170230329 NA NA NA NA NA NA
1.52631578947368 0.179664757852145 -0.219052206180362 NA NA NA NA NA NA
1.63157894736842 0.210253879458893 -0.249011610412228 NA NA NA NA NA NA
1.73684210526316 0.238519686468042 -0.276617572660853 NA NA NA NA NA NA
1.84210526315789 0.26471661381786 -0.302136369193637 NA NA NA NA NA NA
1.94736842105263 0.289063471570364 -0.325795770719709 NA NA NA NA NA NA
2.05263157894737 0.311749423021119 -0.347791715859922 NA NA NA NA NA NA
2.15789473684211 0.332938806847477 -0.368293651821306 NA NA NA NA NA NA
2.26315789473684 0.352775054402498 -0.387448841233983 NA NA NA NA NA NA
2.36842105263158 0.3713838930033 -0.405385860088546 NA NA NA NA NA NA
2.47368421052632 0.388875981604329 -0.42221745768279 NA NA NA NA NA NA
2.57894736842105 0.40534909209184 -0.43804290960603 NA NA NA NA NA NA
2.68421052631579 0.420889924472582 -0.452949965052873 NA NA NA NA NA NA
2.78947368421053 0.435575625268663 -0.467016467379204 NA NA NA NA NA NA
2.89473684210526 0.449475063911967 -0.480311709826226 NA NA NA NA NA NA
3 0.462649910731063 -0.492897575341019 NA NA NA NA NA NA
1 -0.00196456581086882 -0.00196456581086905 NA NA NA NA NA NA
1.10526315789474 0.0448215781126429 -0.0486734961643178 NA NA NA NA NA NA
1.21052631578947 0.0872146617616419 -0.090863430995167 NA NA NA NA NA NA
1.31578947368421 0.125803074924246 -0.129156767113536 NA NA NA NA NA NA
1.42105263157895 0.161075527214326 -0.164067333252549 NA NA NA NA NA NA
1.52631578947368 0.19344114979205 -0.196023003129468 NA NA NA NA NA NA
1.63157894736842 0.223244927021014 -0.225382861680875 NA NA NA NA NA NA
1.73684210526316 0.250779686900721 -0.252450415573173 NA NA NA NA NA NA
1.84210526315789 0.27629551573047 -0.277483879557941 NA NA NA NA NA NA
1.94736842105263 0.300007219396198 -0.300704269086448 NA NA NA NA NA NA
2.05263157894737 0.322100286508291 -0.3223018262339 NA NA NA NA NA NA
2.15789473684211 0.342735691073139 -0.342441165285255 NA NA NA NA NA NA
2.26315789473684 0.362053788219504 -0.361265425032392 NA NA NA NA NA NA
2.36842105263158 0.380177495329347 -0.378899643569665 NA NA NA NA NA NA
2.47368421052632 0.397214905889154 -0.395453519502203 NA NA NA NA NA NA
2.57894736842105 0.413278051369867 -0.411023685253008 NA NA NA NA NA NA
2.68421052631579 0.428442894525252 -0.425695589672293 NA NA NA NA NA NA
2.78947368421053 0.44278380062625 -0.439545065721253 NA NA NA NA NA NA
2.89473684210526 0.456400123026303 -0.4526396427321 NA NA NA NA NA NA
3 0.469342208154601 -0.465039650291707 NA NA NA NA NA NA
1 0.0881524960136464 0.0881524960136462 NA NA NA NA NA NA
1.10526315789474 0.13525714630842 0.0406516949883462 NA NA NA NA NA NA
1.21052631578947 0.177528432417128 -0.00265976856436473 NA NA NA NA NA NA
1.31578947368421 0.215667240979126 -0.0423040621013734 NA NA NA NA NA NA
1.42105263157895 0.250247209647633 -0.0787217007389499 NA NA NA NA NA NA
1.52631578947368 0.281741966528427 -0.112286733864831 NA NA NA NA NA NA
1.63157894736842 0.310545708893865 -0.143318628743312 NA NA NA NA NA NA
