"Lambda" "lower" "upper" "lower.CI" "upper.CI"
1.21052631578947 -0.32364815956668 0.0940148219277764 -0.50530115687763 0.276273472961594
1.31578947368421 -0.415265492326928 0.184166667654589 -0.597213943086109 0.367061820887071
1.42105263157895 -0.501728948308342 0.266513028985094 -0.68405295354706 0.450121824726752
1.52631578947368 -0.57887965061375 0.343978637874473 -0.761761924258636 0.528459935712983
1.63157894736842 -0.648575900617755 0.415107228219359 -0.832164295415265 0.60052452244925
1.73684210526316 -0.715440869150094 0.48341420413272 -0.899421588980124 0.669675813942798
1.84210526315789 -0.778836120434583 0.545629860090111 -0.963677765975022 0.733051617299907
1.94736842105263 -0.838537596871965 0.603965412423001 -1.02434530338954 0.792441259578249
2.05263157894737 -0.896637576531187 0.659360852556868 -1.08349392715307 0.849092069678638
2.15789473684211 -0.951271836337676 0.711494504659245 -1.13920572531474 0.902280225483133
2.26315789473684 -1.00015774898463 0.76187945020751 -1.18905492681135 0.95373111836253
2.36842105263158 -1.04929151332823 0.813252749794086 -1.23924148832408 1.00602793979648
2.47368421052632 -1.09559413809171 0.859343324552266 -1.28647373285589 1.05310418576536
2.57894736842105 -1.13914462026316 0.902049096296636 -1.33133718820728 1.09664470039721
2.68421052631579 -1.18111875706912 0.947291480676111 -1.37426663812037 1.14305446659618
2.78947368421053 -1.22066887023659 0.98790094449212 -1.41485764123307 1.18453629179398
2.89473684210526 -1.26295601098817 1.02888922771637 -1.45834021969573 1.22646871289268
3 -1.30007427930238 1.06441376622148 -1.49644161417346 1.26208011673403
1 -0.0831071114972182 -0.0831071114972182 -0.262790968313842 0.0965767453194059
1.10526315789474 -0.190532546957065 0.0261064020194206 -0.369909605185513 0.20649688211092
1.21052631578947 -0.287534150211424 0.126072254488529 -0.466926788953496 0.307362283269925
1.31578947368421 -0.37709588089304 0.216633199391242 -0.556777889759963 0.398896455635507
1.42105263157895 -0.458729011159188 0.303322820910082 -0.638797901522648 0.48652151509103
1.52631578947368 -0.533472446149648 0.381116477234231 -0.71396895721282 0.565522210656495
1.63157894736842 -0.603575993358605 0.452337992496783 -0.784757404390922 0.637433637207569
1.73684210526316 -0.669801122144861 0.519697769415289 -0.851796687552329 0.705730342509103
1.84210526315789 -0.731141792155272 0.582414060124612 -0.91346581329697 0.769258067688489
1.94736842105263 -0.793380579980588 0.641507069812184 -0.976571607788935 0.829472092573151
2.05263157894737 -0.851109220599146 0.696445559035359 -1.03507239261098 0.88524561177881
2.15789473684211 -0.903459864083537 0.748386685392783 -1.08815426666983 0.938306345599067
2.26315789473684 -0.954702058307513 0.79592174661169 -1.14014680003018 0.986751734516479
2.36842105263158 -1.00223030833763 0.839131740710804 -1.18867393263253 1.0309322172809
2.47368421052632 -1.04513291267615 0.883007464151067 -1.23184301692602 1.07590635884695
2.57894736842105 -1.08722827576673 0.925958987462811 -1.27456026756725 1.11998310842356
2.68421052631579 -1.12631769976019 0.967434894334639 -1.31442035181859 1.16274051095388
2.78947368421053 -1.16574784973553 1.00833484497378 -1.35472842837183 1.20483768162793
2.89473684210526 -1.20532979086826 1.04420058756736 -1.39521134029086 1.24179376298041
3 -1.24321786948744 1.08059346894804 -1.4340602764413 1.27947983941623
1 0.140366231893828 0.140366231893828 -0.0373297482578342 0.31806221204549
1.10526315789474 0.0322210993512662 0.249400844833193 -0.145279872792936 0.427606636634142
1.21052631578947 -0.0657521056376881 0.348791065671882 -0.243330370811959 0.527685221089432
1.31578947368421 -0.15518447386347 0.439235746245122 -0.332981537116803 0.618989150433541
1.42105263157895 -0.237183811073282 0.523747259633182 -0.41540630292582 0.704435967847319
1.52631578947368 -0.314602073749642 0.601593322678497 -0.493262419919684 0.783443206096887
1.63157894736842 -0.387946495950975 0.673445949689389 -0.567246354489024 0.856435486320472
1.73684210526316 -0.455967112002349 0.739774045909962 -0.636070222632464 0.924091663779618
1.84210526315789 -0.519154108363903 0.80213066918228 -0.700058160458177 0.98772069385172
1.94736842105263 -0.577140747605054 0.862701884915479 -0.75891602256787 1.04970489393628
2.05263157894737 -0.632518348976261 0.919822014878949 -0.814882865307167 1.10813106747169
2.15789473684211 -0.686777691421088 0.973747353945282 -0.86993845664057 1.16324612328998
2.26315789473684 -0.74019920851228 1.0244273250733 -0.92440853114778 1.21517475445124
2.36842105263158 -0.789689977273967 1.07310108096803 -0.974788742287867 1.26503588842793
2.47368421052632 -0.834967155325296 1.11307737794414 -1.02103832909307 1.30588440608786
2.57894736842105 -0.878598885607613 1.15526008579451 -1.065519461106 1.34926594550895
2.68421052631579 -0.918580625527161 1.19518105913571 -1.10629094182059 1.39022255901257
2.78947368421053 -0.956295040073244 1.23575382852545 -1.1450536161821 1.43209108204724
2.89473684210526 -0.992828456386516 1.27414532253182 -1.18244846904577 1.47188163093273
3 -1.02776857379628 1.3112617189385 -1.21818383970748 1.50984198759415
1 -0.16394771663996 -0.16394771663996 -0.345321520766881 0.0174260874869605
1.10526315789474 -0.270561021425634 -0.0544897515113619 -0.451404794060597 0.12747718394503
1.21052631578947 -0.367151914129389 0.0443108433382556 -0.547718725044897 0.227070005485308
1.31578947368421 -0.456643745821052 0.13551750085975 -0.637156438751659 0.319227740979614
1.42105263157895 -0.539697512320431 0.219031953768846 -0.720393485330372 0.403727723908617
1.52631578947368 -0.616538246659735 0.296030870094087 -0.797350662814005 0.48189495404305
1.63157894736842 -0.686115080221295 0.368833575822362 -0.867081962886387 0.556021571482372
1.73684210526316 -0.75458753355276 0.434543571536416 -0.93596259063714 0.622980579168293
1.84210526315789 -0.818071578680073 0.496187907915761 -1.00002520305398 0.686046673107669
1.94736842105263 -0.876921687715495 0.556568219632164 -1.0595219081616 0.747743126576926
2.05263157894737 -0.933491572883843 0.611317734718119 -1.11667985587865 0.803661331253963
2.15789473684211 -0.985025641335733 0.663618736412352 -1.16864006856085 0.857480936370174
2.26315789473684 -1.03336191915328 0.715080728992855 -1.21725023522226 0.910668543388787
2.36842105263158 -1.08023948028497 0.766061955036805 -1.26473808063826 0.963336780534019
2.47368421052632 -1.12613190105509 0.813275459330327 -1.3112008518634 1.01213098384066
2.57894736842105 -1.16882404944833 0.857917114016126 -1.3544976342418 1.05847822612059
2.68421052631579 -1.21103024994649 0.901623875283211 -1.39742264902231 1.10401407522239
2.78947368421053 -1.24748248382955 0.944011880533593 -1.43434054560184 1.14820670956758
2.89473684210526 -1.28721764270855 0.981540916857957 -1.47483244114364 1.18716817164352
3 -1.3265522897318 1.0191100832029 -1.5147637808371 1.22650074410596
1 0.0299216401702533 0.0299216401702533 -0.15911489132068 0.218958171661187
1.10526315789474 -0.0841903378568665 0.143287913352371 -0.273583348112499 0.33225723579306
1.21052631578947 -0.187318767015403 0.245764599836177 -0.377349408745104 0.434890782030592
1.31578947368421 -0.282113233288047 0.340083149138284 -0.473018170283169 0.529538438024084
1.42105263157895 -0.370695184378549 0.426329494923119 -0.562606944400913 0.616277903908774
1.52631578947368 -0.452128164295654 0.505949812091658 -0.645176709437084 0.696498652490402
1.63157894736842 -0.528340998130164 0.580134285337187 -0.722632179563215 0.771294665028063
1.73684210526316 -0.599289947589702 0.64950007225509 -0.794705258544996 0.841220512921112
1.84210526315789 -0.664267176568794 0.715389483654785 -0.860958277223177 0.907802438667012
1.94736842105263 -0.727316697165904 0.775655514260511 -0.925422362525187 0.968784480512494
2.05263157894737 -0.787588794243839 0.834862093996663 -0.987264104025048 1.02882727441118
2.15789473684211 -0.846451165947044 0.891213388519543 -1.04752127095265 1.08601166327398
2.26315789473684 -0.900367426834776 0.941394496446282 -1.10281047045366 1.13667777821499
2.36842105263158 -0.952633674091495 0.992622218526174 -1.15656641681878 1.18877354838069
2.47368421052632 -1.00204970677831 1.03985817958602 -1.20758099132799 1.23667312515763
2.57894736842105 -1.0477170456516 1.08511026939544 -1.25476755772894 1.28246796228684
2.68421052631579 -1.0929852306979 1.12913019748702 -1.3013317276343 1.32720493541329
2.78947368421053 -1.13096354137756 1.17361937007648 -1.33981513154457 1.37265325314023
2.89473684210526 -1.16770065129776 1.21485663005596 -1.3777189207022 1.41475598728523
3 -1.20771242204532 1.25366168917219 -1.41916515069406 1.45414887368443
1 0.0242363202206894 0.0242363202206894 -0.169669227831652 0.218141868273031
1.10526315789474 -0.0915093728930463 0.141065037412292 -0.285061169492388 0.335805782920472
1.21052631578947 -0.196235979910377 0.24817227767391 -0.389779291810816 0.444041126251407
1.31578947368421 -0.292367107743806 0.346293767827839 -0.486223383517674 0.543431693893488
1.42105263157895 -0.381519157945243 0.436196962887246 -0.575905781271924 0.634730316395825
1.52631578947368 -0.463241642610317 0.520331242982175 -0.658340296991801 0.720370772442223
1.63157894736842 -0.538545631368212 0.598918354040655 -0.734495458703278 0.800374529144064
1.73684210526316 -0.608558368419799 0.670483677817269 -0.805419050307148 0.873324643797346
1.84210526315789 -0.675672964043432 0.73761601860236 -0.873632981902664 0.942145535877977
1.94736842105263 -0.740900855210928 0.802535767148611 -0.939884844638311 1.00868031352507
2.05263157894737 -0.800462231492171 0.862167553254577 -1.00050596809235 1.06967683749939
2.15789473684211 -0.856035673744965 0.919384981687061 -1.05714341431353 1.12830453953523
2.26315789473684 -0.90876227830775 0.968674350074077 -1.11112908141422 1.17906332234133
2.36842105263158 -0.961289588883584 1.02261396889759 -1.16503790906543 1.23475096454763
2.47368421052632 -1.00898276669441 1.07069720064409 -1.21396478666106 1.28449914459654
2.57894736842105 -1.05678984436155 1.11645195364151 -1.26316000171211 1.33158239788585
2.68421052631579 -1.10174441314136 1.15829060648115 -1.30931361755871 1.37493414046446
2.78947368421053 -1.14548556541867 1.20006890614369 -1.35459645248563 1.41872270556368
2.89473684210526 -1.18643889766667 1.24464547857252 -1.39691711256401 1.46501234038464
3 -1.22686523489026 1.28636929242628 -1.43882608840542 1.5087892925274
1 -0.00816753674285574 -0.00816753674285574 -0.19808008972575 0.181745016240038
1.10526315789474 -0.119093043347125 0.103457973029163 -0.309864162779598 0.293152824654452
1.21052631578947 -0.221212068703713 0.205955212888084 -0.41319539342691 0.395851517910054
1.31578947368421 -0.315165134034927 0.298810673531915 -0.508620509996045 0.489158440216088
1.42105263157895 -0.402999567262879 0.385144635726825 -0.598205244577897 0.57612706603902
1.52631578947368 -0.484399314665815 0.464545926633627 -0.681411945245796 0.656348658000277
1.63157894736842 -0.559062775340719 0.537784919449277 -0.757977987468013 0.730563688560105
1.73684210526316 -0.630057859411999 0.606776941023899 -0.830730634972243 0.800689072475889
1.84210526315789 -0.696992565965908 0.671396699029012 -0.899447660318892 0.866393199688416
1.94736842105263 -0.759807451166527 0.729386212807978 -0.964346484604394 0.925548993372923
2.05263157894737 -0.821927091022249 0.786552067533901 -1.02823780569899 0.984001661318251
2.15789473684211 -0.878606836993416 0.838958460045633 -1.08695419419412 1.03749411389647
2.26315789473684 -0.933793205106823 0.890980699105232 -1.144283252413 1.09088754171736
2.36842105263158 -0.986111342172687 0.941428925139828 -1.19827568199364 1.14285672411774
2.47368421052632 -1.03580636903151 0.986443247865263 -1.24992167897504 1.18935710134341
2.57894736842105 -1.08487840542657 1.03176354101105 -1.30111846289508 1.2360917062708
2.68421052631579 -1.13042191318221 1.07667283761063 -1.34868126986386 1.28240753425956
2.78947368421053 -1.17835641096803 1.12034229367774 -1.39891515175853 1.32707707063768
2.89473684210526 -1.22294821364644 1.15955919521949 -1.44544961820533 1.36755559804577
3 -1.26562516288814 1.1951517733772 -1.49030606530669 1.40433595076961
1 0.0211748841377057 0.0211748841377057 -0.164907076600151 0.207256844875563
1.10526315789474 -0.0953376173560208 0.136637524783553 -0.280646617857063 0.323581224346351
1.21052631578947 -0.201347540953801 0.241232417706038 -0.386111974912678 0.429125555385949
1.31578947368421 -0.297105526843246 0.337046347061057 -0.481562651745523 0.525984806103418
1.42105263157895 -0.384380843136541 0.426128101843699 -0.568678791123365 0.616184911198653
1.52631578947368 -0.464591773928181 0.509904964096187 -0.648859399222774 0.701123141430252
1.63157894736842 -0.539215472936084 0.589433725023061 -0.723705833255467 0.781701949347944
1.73684210526316 -0.607820949582089 0.661930182240696 -0.792616946166451 0.855435815679639
1.84210526315789 -0.673521582550795 0.728331291972211 -0.858635841785532 0.922621024343721
1.94736842105263 -0.732716156097397 0.791467457423353 -0.918208731312648 0.987032869026676
2.05263157894737 -0.791616666170905 0.85250500475025 -0.977801193254377 1.04896499039459
2.15789473684211 -0.84689804684622 0.910942178099808 -1.03359604641426 1.10827834181293
2.26315789473684 -0.898633149317147 0.965543845423337 -1.0860253831275 1.16400154096742
2.36842105263158 -0.949386495488598 1.01809947346854 -1.13757602087404 1.217626156349
2.47368421052632 -0.995592065030506 1.07029664688224 -1.18452749422351 1.27094597756373
2.57894736842105 -1.03879724752601 1.11821608625263 -1.2284655751495 1.31968310584115
2.68421052631579 -1.08153108099349 1.16717302730075 -1.27202677437917 1.36966436152992
2.78947368421053 -1.12259726418267 1.21322826750902 -1.31393139539334 1.41679978074911
2.89473684210526 -1.16160308915583 1.25583840430031 -1.35394354335228 1.46000373970399
3 -1.19752718982288 1.29377071148013 -1.39074550375979 1.49853666466238
1 -0.098143035842162 -0.098143035842162 -0.289521851691086 0.0932357800067619
1.10526315789474 -0.215884226577317 0.0202959986244903 -0.407127233348578 0.211956770396987
1.21052631578947 -0.322469687731204 0.128007787676003 -0.513801106030726 0.320209868330483
1.31578947368421 -0.420246334466123 0.226682139945686 -0.611982200677993 0.419639338148074
1.42105263157895 -0.510314132378289 0.316396451602206 -0.702445427132955 0.510085374489823
1.52631578947368 -0.591924740143053 0.398380678797656 -0.784418319292621 0.592832717726038
1.63157894736842 -0.668253883283964 0.473870963884038 -0.861196403802793 0.669324852843346
1.73684210526316 -0.738721818184854 0.545895239645832 -0.932324956275548 0.742432163054558
1.84210526315789 -0.803284951889579 0.612819300290842 -0.997401273507562 0.810334920677402
1.94736842105263 -0.864295614389802 0.676950533079358 -1.05908651117477 0.875627579638478
2.05263157894737 -0.927133276070891 0.734025852890286 -1.1228233628723 0.933658062125658
2.15789473684211 -0.98027243440847 0.791098132656092 -1.17646008042305 0.991828746263787
2.26315789473684 -1.03040464845466 0.844456381939544 -1.22754086548296 1.04645291964502
2.36842105263158 -1.07554319133706 0.895987397274236 -1.27360840086868 1.09914225797031
2.47368421052632 -1.12221364028803 0.944785969327533 -1.32120802029863 1.14906206060205
2.57894736842105 -1.16608678901652 0.990701121962999 -1.36620171603341 1.19621357524588
2.68421052631579 -1.21075839695422 1.03339363596726 -1.41219542670923 1.23995613058128
2.78947368421053 -1.25044014255731 1.07465363714161 -1.45306830710243 1.28245152599948
2.89473684210526 -1.28874300131483 1.11421535553659 -1.49235763471313 1.32335147020157
3 -1.32420489811326 1.15318729936936 -1.52936976768944 1.3637205057084
1 -0.0545060571643064 -0.0545060571643064 -0.230722830390394 0.121710716061781
1.10526315789474 -0.160283795086856 0.051712717572787 -0.336544993156878 0.228186312750363
1.21052631578947 -0.25681401146018 0.148694148028036 -0.433432694443923 0.325769787972424
1.31578947368421 -0.344184991043665 0.236794810794962 -0.521343922753656 0.414631000602738
1.42105263157895 -0.425609518786926 0.317950712909328 -0.603580984725682 0.496538975865283
1.52631578947368 -0.502189347495987 0.392617074034369 -0.681073882189062 0.572095776963673
1.63157894736842 -0.570985570131734 0.46376425185828 -0.750634142568117 0.644079833269696
1.73684210526316 -0.637915494796645 0.530529061585438 -0.818588796074081 0.711748892192663
1.84210526315789 -0.700431416387216 0.592099900425284 -0.882163312585087 0.774176218446728
1.94736842105263 -0.759003056631081 0.650315914265545 -0.941587876869052 0.833405795763437
2.05263157894737 -0.813988541047417 0.705510008248701 -0.997468889003869 0.889371355464115
2.15789473684211 -0.869170377444365 0.759325011600825 -1.05380857123328 0.944261457405108
2.26315789473684 -0.921640655986206 0.809378206411851 -1.1074232212283 0.995541069149419
2.36842105263158 -0.971866669007387 0.856282656702425 -1.15849357780999 1.0434662254276
2.47368421052632 -1.01829956684976 0.897890829264931 -1.20522307380532 1.08605762243697
2.57894736842105 -1.06309549068051 0.941840258996966 -1.25022529288329 1.1309040003203
2.68421052631579 -1.10779256737765 0.985023433306058 -1.29538036612801 1.17531535258684
2.78947368421053 -1.15056472055455 1.02484391613721 -1.33857651570516 1.21617853237293
2.89473684210526 -1.19258846040507 1.06110635986953 -1.38132081810472 1.25365282963868
3 -1.23290961443026 1.0987444488457 -1.42193314883429 1.29288423548488
1 0.0651195320779437 0.0651195320779437 -0.116222428452865 0.246461492608752
1.10526315789474 -0.0454909468521753 0.1734384534973 -0.226839350512872 0.354868081822983
1.21052631578947 -0.146114910729848 0.271084707306295 -0.327757056371329 0.452879725303006
1.31578947368421 -0.237959362821173 0.360487745525149 -0.420058387361054 0.542719726820739
1.42105263157895 -0.324929408950081 0.442834190173034 -0.507570194668093 0.625762995389963
1.52631578947368 -0.407370641684448 0.519177834100656 -0.590701860833119 0.702855332174531
1.63157894736842 -0.481778190823916 0.588726759379947 -0.66563321775941 0.773233750063733
1.73684210526316 -0.55114393441392 0.654519411364715 -0.735761160511556 0.839730735913646
1.84210526315789 -0.614882804977171 0.716287387621766 -0.800213181728457 0.902595979333985
1.94736842105263 -0.674992520463522 0.773185248319961 -0.860861140144613 0.960381655634492
2.05263157894737 -0.733450043208178 0.825453322486822 -0.919872577732111 1.01355898228972
2.15789473684211 -0.789094287732318 0.875142358447383 -0.976145429125583 1.06394987952746
2.26315789473684 -0.845316541444423 0.920575140321798 -1.03328678124285 1.11038458082037
2.36842105263158 -0.895360674421543 0.96703613944557 -1.08390869246598 1.15776783433543
2.47368421052632 -0.942161748310911 1.01057844681194 -1.13158978069608 1.20279047175866
2.57894736842105 -0.986661648328859 1.0519897793312 -1.17683086237927 1.24561424719848
2.68421052631579 -1.02982083982951 1.09365993372357 -1.22036689620237 1.28870522402943
2.78947368421053 -1.07115660491892 1.13216897704742 -1.26241834748863 1.32853006404076
2.89473684210526 -1.10845856568541 1.1683486529516 -1.3001546512861 1.36576965817416
3 -1.14736993517066 1.20277932720306 -1.33980026303526 1.40086647069591
1 -0.121912713590829 -0.121912713590829 -0.309288994936149 0.0654635677544903
1.10526315789474 -0.238510016715319 -0.00478787551852456 -0.426894709435187 0.181706649330638
1.21052631578947 -0.344546659454854 0.101166128094417 -0.534050822132366 0.28712808301065
1.31578947368421 -0.442503999231191 0.196634436622549 -0.633213279055725 0.382273097302027
1.42105263157895 -0.531988472436778 0.284676060819338 -0.723788536245077 0.470110156161228
1.52631578947368 -0.61548823035353 0.364123892632891 -0.808685833175904 0.549386868114124
1.63157894736842 -0.692443705390494 0.438713240000976 -0.886925582672314 0.624217010306682
1.73684210526316 -0.765361054258947 0.510508614149523 -0.961348750849504 0.696276276021356
1.84210526315789 -0.832666046261799 0.576159903973356 -1.03007589968345 0.762132420724535
1.94736842105263 -0.896085912859566 0.634556264775394 -1.09497053657502 0.820804905728945
2.05263157894737 -0.958952988600227 0.69170604826093 -1.15947864837711 0.878371457091555
2.15789473684211 -1.01796646105818 0.746926558486986 -1.22007205575294 0.934048018788025
2.26315789473684 -1.0728391927288 0.796426405962518 -1.27645452983218 0.984054801290034
2.36842105263158 -1.12335982268998 0.844649468057755 -1.32839810274527 1.03260982296569
2.47368421052632 -1.17101718710967 0.890288738225877 -1.377549601518 1.0786664218616
2.57894736842105 -1.22080608782029 0.935381206987155 -1.42893397746591 1.12448775034899
2.68421052631579 -1.26834884126684 0.973202708928798 -1.478106977153 1.16240132915944
2.78947368421053 -1.31104995372069 1.01339015980386 -1.52189007146581 1.20310447272799
2.89473684210526 -1.35458248554157 1.05432670410244 -1.56720149438472 1.24456011585668
3 -1.39412884496919 1.08706485638033 -1.60807407401177 1.27794816033254
1 -0.197600999973402 -0.197600999973402 -0.371826863780236 -0.0233751361665689
1.10526315789474 -0.304135790052916 -0.0908862346137753 -0.478451179052358 0.0834582855568484
1.21052631578947 -0.400604550284991 0.00633526140919976 -0.575244775524264 0.181008372444348
1.31578947368421 -0.487769130767256 0.0950327580140731 -0.662997171982641 0.270087954692706
1.42105263157895 -0.568122775434779 0.176404314607163 -0.744102971005989 0.352015570226025
1.52631578947368 -0.643854693418049 0.250690413408279 -0.820607596127455 0.42677900019096
1.63157894736842 -0.714195385195235 0.321460892413063 -0.891946164918315 0.498153196950629
1.73684210526316 -0.780691581224572 0.385814666526502 -0.959364358343954 0.563240041581588
1.84210526315789 -0.843191982330005 0.446451107845325 -1.02269612593303 0.624517440769477
1.94736842105263 -0.904562677607134 0.504420788472379 -1.08514173732754 0.683271588954246
2.05263157894737 -0.960987305609377 0.55980595316131 -1.14254392940149 0.73950682421568
2.15789473684211 -1.01374819673028 0.611377558342836 -1.19618180155918 0.79184168285381
2.26315789473684 -1.0629488056252 0.66040430073859 -1.24608532622723 0.841597342289539
2.36842105263158 -1.10863477356851 0.703065078796153 -1.29248726110727 0.885145610501253
2.47368421052632 -1.15490777881354 0.745223042987693 -1.33963557249796 0.927984665509036
2.57894736842105 -1.19699944721722 0.782972671029018 -1.38255569470771 0.966463982742991
2.68421052631579 -1.24074807947115 0.821965450168775 -1.42726416393286 1.00639982023954
2.78947368421053 -1.27589018034854 0.860752470544278 -1.46283876770195 1.04590688750347
2.89473684210526 -1.30900837425041 0.896186452864051 -1.49620192159785 1.08199231148736
3 -1.34357937421128 0.930190343259886 -1.53126300020171 1.1168726024627
1 -0.105705069811826 -0.105705069811826 -0.296641567027626 0.085231427403973
1.10526315789474 -0.221114029300016 0.00744852235431186 -0.411420487821921 0.199142837413434
1.21052631578947 -0.326393082496757 0.109723231953802 -0.516478977148633 0.302404047205869
1.31578947368421 -0.421408209924675 0.200829247550566 -0.611480107274278 0.394659118151901
1.42105263157895 -0.50954712274517 0.285667690397847 -0.699910841031312 0.481075032535449
1.52631578947368 -0.590244878458963 0.365173491192795 -0.781055125792458 0.56228989255914
1.63157894736842 -0.665198321020701 0.438792102331958 -0.856574652155861 0.637570802103363
1.73684210526316 -0.735334015790715 0.50969382954683 -0.927681455463335 0.710343179389069
1.84210526315789 -0.800337408165791 0.576293998294644 -0.993500492567682 0.778959221823952
1.94736842105263 -0.862267489197603 0.641309048334378 -1.05653790828671 0.846090429045089
2.05263157894737 -0.923068160777156 0.700466713742305 -1.11829276834575 0.90713063328836
2.15789473684211 -0.980948843667078 0.7576030320504 -1.1772796076726 0.966136927172498
2.26315789473684 -1.03646560609605 0.812390865373881 -1.23372337689835 1.02276777066261
2.36842105263158 -1.08735985049068 0.861914844059082 -1.2857955918645 1.07415052732729
2.47368421052632 -1.1376040594654 0.908249601221322 -1.3375135202504 1.12230192170602
2.57894736842105 -1.18579397244049 0.952178797079772 -1.38661723814378 1.16851316526592
2.68421052631579 -1.22963621376513 0.996425631840969 -1.43146290758243 1.21448294498364
2.78947368421053 -1.27544031307685 1.03854719058649 -1.47840317902139 1.25848553595345
2.89473684210526 -1.31358348848324 1.08170882805564 -1.51696814377471 1.30355156963682
3 -1.35303209578421 1.11960439069856 -1.55694401165139 1.34304767605787
1 0.0149959162810262 0.0149959162810262 -0.167910344655192 0.197902177217244
1.10526315789474 -0.0988795136338027 0.130634645625109 -0.28139673158261 0.313964111248612
1.21052631578947 -0.202678043970786 0.235083359226421 -0.384986475552572 0.418858355868318
1.31578947368421 -0.297827258403845 0.331562996236466 -0.480127379488088 0.515764558166486
1.42105263157895 -0.38508232868218 0.420340133665283 -0.56748051762447 0.605042413200434
1.52631578947368 -0.465958349322723 0.502064865792355 -0.648852519018432 0.687203692027934
1.63157894736842 -0.539944035240313 0.57793002609384 -0.723417650726353 0.763462050564761
1.73684210526316 -0.608498379139738 0.648047292120628 -0.792646600485746 0.834005133043837
1.84210526315789 -0.67150506786661 0.711597068294402 -0.85633669502896 0.897927647608753
1.94736842105263 -0.731502220769891 0.772025695724064 -0.917046784281146 0.958697755058732
2.05263157894737 -0.787189792574349 0.827762655878708 -0.973287136403748 1.01489660941602
2.15789473684211 -0.840131275164641 0.880962593023715 -1.02715437334762 1.06866203105962
2.26315789473684 -0.890777752640024 0.931434653472724 -1.07866693158689 1.11997728573537
2.36842105263158 -0.940200671979941 0.978232491915122 -1.12908415495418 1.16744404977217
2.47368421052632 -0.984072379915627 1.02510208095039 -1.17382538180852 1.21520465779113
